date,Oblast,POP_R,POP_V,POP_A,POP_P,POP_C,POP_E,POP_O,POP_S,XSUM,parent district
2021-12-01,P18.3,49,1,3,0,0,0,0,1,54,P18
2022-01-01,P01,5594,116,2646,1029,0,144,183,1848,11560,
2022-01-01,P02,10052,103,1568,204,0,79,71,2626,14704,
2022-01-01,P03,14379,157,1030,151,0,55,0,3745,19517,
2022-01-01,P04,17322,208,1292,266,0,131,0,5156,24379,
2022-01-01,P05,10402,181,1151,105,0,80,1,2864,14787,
2022-01-01,P05.0,6676,31,231,26,0,80,1,2349,9397,P05
2022-01-01,P05.1,1329,64,563,37,0,0,0,160,2153,P05
2022-01-01,P05.2,1078,42,139,16,0,0,0,140,1415,P05
2022-01-01,P05.3,72,1,26,0,0,0,0,8,107,P05
2022-01-01,P05.4,854,33,169,26,0,0,0,117,1199,P05
2022-01-01,P05.5,347,10,19,0,0,0,0,84,460,P05
2022-01-01,P05.6,46,0,4,0,0,0,0,6,56,P05
2022-01-01,P06,20811,235,1506,161,0,111,1,6822,29652,
2022-01-01,P07,9220,100,755,93,0,33,0,2206,12408,
2022-01-01,P08,11185,129,783,104,0,83,9,4052,16346,
2022-01-01,P08.0,4926,13,100,29,0,83,8,2326,7486,P08
2022-01-01,P08.1,1126,24,334,29,0,0,0,124,1637,P08
2022-01-01,P08.2,1077,32,125,25,0,0,1,186,1446,P08
2022-01-01,P08.3,4056,60,224,21,0,0,0,1416,5777,P08
2022-01-01,P09,9316,173,605,97,0,17,155,2531,12894,
2022-01-01,P09.0,4423,36,218,35,0,17,155,1295,6179,P09
2022-01-01,P09.1,1535,52,195,24,0,0,0,210,2016,P09
2022-01-01,P09.2,3358,85,192,38,0,0,0,1026,4699,P09
2022-01-01,P10,21159,538,1776,254,0,15,8,5821,29571,
2022-01-01,P10.0,13437,80,458,61,0,15,8,4575,18634,P10
2022-01-01,P10.1,3559,221,696,73,0,0,0,445,4994,P10
2022-01-01,P10.2,1049,47,124,31,0,0,0,190,1441,P10
2022-01-01,P10.3,1648,110,298,50,0,0,0,311,2417,P10
2022-01-01,P10.4,1466,80,200,39,0,0,0,300,2085,P10
2022-01-01,P18,3363,63,153,34,0,2,47,838,4500,
2022-01-01,P18.0,504,1,7,4,0,2,13,174,705,P18
2022-01-01,P18.1,2763,60,140,29,0,0,34,661,3687,P18
2022-01-01,P18.2,48,1,3,1,0,0,0,2,55,P18
2022-01-01,P18.3,48,1,3,0,0,0,0,1,53,P18
2022-02-01,P01,5630,113,2670,1107,0,135,183,1824,11662,
2022-02-01,P02,10083,107,1589,226,0,77,70,2616,14769,
2022-02-01,P03,14466,154,1036,152,0,53,0,3765,19626,
2022-02-01,P04,17386,208,1307,273,0,128,0,5196,24502,
2022-02-01,P05,14008,261,1363,130,0,79,1,3639,19484,
2022-02-01,P05.0,8209,44,273,27,0,79,1,2810,11446,P05
2022-02-01,P05.1,1346,63,567,41,0,0,0,159,2176,P05
2022-02-01,P05.2,1089,45,143,19,0,0,0,137,1433,P05
2022-02-01,P05.3,206,11,57,4,0,0,0,31,309,P05
2022-02-01,P05.4,864,32,171,26,0,0,0,119,1212,P05
2022-02-01,P05.5,345,10,20,0,0,0,0,83,458,P05
2022-02-01,P05.6,1949,56,132,13,0,0,0,300,2450,P05
2022-02-01,P06,20871,236,1527,177,0,110,1,6857,29784,
2022-02-01,P07,9268,101,760,93,0,32,0,2216,12471,
2022-02-01,P08,11235,132,795,105,0,79,10,4047,16404,
2022-02-01,P08.0,4970,14,98,29,0,79,9,2316,7516,P08
2022-02-01,P08.1,1121,25,346,29,0,0,0,125,1646,P08
2022-02-01,P08.2,1079,32,129,26,0,0,1,184,1451,P08
2022-02-01,P08.3,4065,61,222,21,0,0,0,1422,5791,P08
2022-02-01,P09,9397,174,612,99,0,17,162,2548,13009,
2022-02-01,P09.0,4438,37,220,35,0,17,162,1300,6209,P09
2022-02-01,P09.1,1570,53,199,24,0,0,0,211,2057,P09
2022-02-01,P09.2,3389,84,193,40,0,0,0,1037,4743,P09
2022-02-01,P10,21293,542,1827,255,0,17,9,5887,29830,
2022-02-01,P10.0,13525,80,464,63,0,17,9,4634,18792,P10
2022-02-01,P10.1,3536,219,716,74,0,0,0,453,4998,P10
2022-02-01,P10.2,1069,47,127,34,0,0,0,190,1467,P10
2022-02-01,P10.3,1676,114,312,45,0,0,0,310,2457,P10
2022-02-01,P10.4,1487,82,208,39,0,0,0,300,2116,P10
2022-02-01,P18,3403,63,155,34,0,2,47,838,4542,
2022-02-01,P18.0,511,1,7,4,0,2,13,174,712,P18
2022-02-01,P18.1,2788,60,142,29,0,0,34,661,3714,P18
2022-02-01,P18.2,54,1,3,1,0,0,0,2,61,P18
2022-02-01,P18.3,50,1,3,0,0,0,0,1,55,P18
2022-03-01,P01,5659,114,2687,1161,0,128,181,1826,11756,
2022-03-01,P02,10093,107,1602,234,0,76,69,2620,14802,
2022-03-01,P03,14526,156,1034,155,0,50,0,3785,19706,
2022-03-01,P04,17536,211,1333,272,0,123,0,5236,24715,
2022-03-01,P05,13994,268,1339,138,0,75,1,3651,19469,
2022-03-01,P05.0,8193,44,265,28,0,75,1,2815,11424,P05
2022-03-01,P05.1,1325,63,549,47,0,0,0,158,2142,P05
2022-03-01,P05.2,1068,44,141,16,0,0,0,130,1399,P05
2022-03-01,P05.3,208,13,62,5,0,0,0,32,320,P05
2022-03-01,P05.4,844,34,170,29,0,0,0,119,1196,P05
2022-03-01,P05.5,340,10,20,0,0,0,0,85,455,P05
2022-03-01,P05.6,2016,60,132,13,0,0,0,312,2533,P05
2022-03-01,P06,21043,238,1547,170,0,108,1,6894,30006,
2022-03-01,P07,9304,98,756,94,0,30,0,2220,12503,
2022-03-01,P08,11286,132,816,108,0,75,10,4063,16491,
2022-03-01,P08.0,5000,13,105,30,0,75,9,2329,7562,P08
2022-03-01,P08.1,1128,23,363,31,0,0,0,125,1670,P08
2022-03-01,P08.2,1094,32,129,26,0,0,1,183,1465,P08
2022-03-01,P08.3,4064,64,219,21,0,0,0,1426,5794,P08
2022-03-01,P09,9288,169,607,108,0,15,167,2521,12875,
2022-03-01,P09.0,4201,32,202,43,0,15,167,1272,5932,P09
2022-03-01,P09.1,1655,54,213,28,0,0,0,209,2159,P09
2022-03-01,P09.2,3432,83,192,37,0,0,0,1040,4784,P09
2022-03-01,P10,21514,553,1831,248,0,16,9,5939,30110,
2022-03-01,P10.0,13691,74,459,60,0,16,9,4669,18978,P10
2022-03-01,P10.1,3571,225,718,73,0,0,0,459,5046,P10
2022-03-01,P10.2,1056,49,127,30,0,0,0,195,1457,P10
2022-03-01,P10.3,1678,123,312,46,0,0,0,314,2473,P10
2022-03-01,P10.4,1518,82,215,39,0,0,0,302,2156,P10
2022-03-01,P18,3454,63,161,37,0,2,50,844,4611,
2022-03-01,P18.0,516,1,7,4,0,2,13,175,718,P18
2022-03-01,P18.1,2830,60,148,32,0,0,37,666,3773,P18
2022-03-01,P18.2,58,1,3,1,0,0,0,2,65,P18
2022-03-01,P18.3,50,1,3,0,0,0,0,1,55,P18
2022-04-01,P01,5652,118,2671,1209,0,125,181,1826,11782,
2022-04-01,P02,10133,107,1598,224,0,76,70,2633,14842,
2022-04-01,P03,14591,161,1035,162,0,47,0,3804,19800,
2022-04-01,P04,17614,212,1335,276,0,116,0,5261,24818,
2022-04-01,P05,14390,279,1387,140,0,76,1,3737,20013,
2022-04-01,P05.0,8423,46,290,32,0,76,1,2875,11746,P05
2022-04-01,P05.1,1355,65,560,47,0,0,0,158,2185,P05
2022-04-01,P05.2,1074,46,144,14,0,0,0,141,1419,P05
2022-04-01,P05.3,221,14,65,5,0,0,0,33,338,P05
2022-04-01,P05.4,869,36,171,27,0,0,0,120,1223,P05
2022-04-01,P05.5,348,10,17,0,0,0,0,85,460,P05
2022-04-01,P05.6,2100,62,140,15,0,0,0,325,2642,P05
2022-04-01,P06,21081,246,1553,170,0,106,1,6923,30085,
2022-04-01,P07,9343,97,762,96,0,29,0,2238,12566,
2022-04-01,P08,11277,138,818,132,0,74,10,4079,16529,
2022-04-01,P08.0,5002,13,109,32,0,74,9,2332,7572,P08
2022-04-01,P08.1,1132,24,360,32,0,0,0,126,1674,P08
2022-04-01,P08.2,1080,34,131,44,0,0,1,184,1474,P08
2022-04-01,P08.3,4063,67,218,24,0,0,0,1437,5809,P08
2022-04-01,P09,8771,160,588,95,0,13,161,2404,12192,
2022-04-01,P09.0,3936,29,196,43,0,13,161,1249,5627,P09
2022-04-01,P09.1,1652,56,222,28,0,0,0,216,2174,P09
2022-04-01,P09.2,3183,75,170,24,0,0,0,939,4391,P09
2022-04-01,P10,21657,552,1856,247,0,16,9,5981,30318,
2022-04-01,P10.0,13780,72,465,60,0,16,9,4700,19102,P10
2022-04-01,P10.1,3629,225,731,69,0,0,0,462,5116,P10
2022-04-01,P10.2,1055,48,129,32,0,0,0,199,1463,P10
2022-04-01,P10.3,1659,127,315,49,0,0,0,315,2465,P10
2022-04-01,P10.4,1534,80,216,37,0,0,0,305,2172,P10
2022-04-01,P18,3124,53,144,36,0,2,45,815,4219,
2022-04-01,P18.0,445,1,5,4,0,2,9,164,630,P18
2022-04-01,P18.1,2586,50,134,31,0,0,36,648,3485,P18
2022-04-01,P18.2,49,1,2,1,0,0,0,2,55,P18
2022-04-01,P18.3,44,1,3,0,0,0,0,1,49,P18
2022-05-01,P01,5665,117,2656,1286,0,124,181,1837,11866,
2022-05-01,P02,10149,105,1601,228,0,74,67,2636,14861,
2022-05-01,P03,14569,161,1027,170,0,46,0,3779,19752,
2022-05-01,P04,17678,211,1335,283,0,113,0,5282,24906,
2022-05-01,P05,14499,280,1395,143,0,72,1,3781,20174,
2022-05-01,P05.0,8520,48,289,39,0,72,1,2903,11875,P05
2022-05-01,P05.1,1354,65,565,48,0,0,0,157,2189,P05
2022-05-01,P05.2,1072,45,148,15,0,0,0,141,1421,P05
2022-05-01,P05.3,227,14,65,5,0,0,0,33,344,P05
2022-05-01,P05.4,874,35,170,23,0,0,0,123,1225,P05
2022-05-01,P05.5,345,10,18,0,0,0,0,84,457,P05
2022-05-01,P05.6,2107,63,140,13,0,0,0,340,2663,P05
2022-05-01,P06,21177,248,1559,174,0,104,1,6981,30249,
2022-05-01,P07,9296,101,747,96,0,26,0,2243,12510,
2022-05-01,P08,11305,138,818,133,0,70,10,4108,16583,
2022-05-01,P08.0,5014,14,110,33,0,70,9,2343,7594,P08
2022-05-01,P08.1,1136,23,362,32,0,0,0,127,1680,P08
2022-05-01,P08.2,1087,34,130,44,0,0,1,185,1481,P08
2022-05-01,P08.3,4068,67,216,24,0,0,0,1453,5828,P08
2022-05-01,P09,8878,155,596,104,0,11,158,2427,12329,
2022-05-01,P09.0,3969,29,194,46,0,11,158,1255,5662,P09
2022-05-01,P09.1,1666,52,227,35,0,0,0,218,2198,P09
2022-05-01,P09.2,3243,74,175,23,0,0,0,954,4469,P09
2022-05-01,P10,21826,553,1854,249,0,15,8,6022,30527,
2022-05-01,P10.0,13905,73,470,60,0,15,8,4730,19261,P10
2022-05-01,P10.1,3641,227,723,67,0,0,0,468,5126,P10
2022-05-01,P10.2,1052,49,124,31,0,0,0,198,1454,P10
2022-05-01,P10.3,1674,123,313,49,0,0,0,318,2477,P10
2022-05-01,P10.4,1554,81,224,42,0,0,0,308,2209,P10
2022-05-01,P18,3175,50,146,33,0,1,45,819,4269,
2022-05-01,P18.0,448,2,5,4,0,1,9,163,632,P18
2022-05-01,P18.1,2630,46,136,28,0,0,36,653,3529,P18
2022-05-01,P18.2,51,1,2,1,0,0,0,2,57,P18
2022-05-01,P18.3,46,1,3,0,0,0,0,1,51,P18
2022-06-01,P01,5658,116,2657,1257,0,112,181,1845,11826,
2022-06-01,P02,10169,104,1592,224,0,72,74,2643,14879,
2022-06-01,P03,14562,161,1039,161,0,42,0,3782,19747,
2022-06-01,P04,17749,206,1323,278,0,110,0,5286,24956,
2022-06-01,P05,14659,280,1407,143,0,73,1,3801,20367,
2022-06-01,P05.0,8625,49,295,37,0,73,1,2918,12001,P05
2022-06-01,P05.1,1361,65,562,51,0,0,0,158,2197,P05
2022-06-01,P05.2,1083,46,151,15,0,0,0,137,1432,P05
2022-06-01,P05.3,230,14,66,5,0,0,0,33,348,P05
2022-06-01,P05.4,877,33,173,23,0,0,0,126,1232,P05
2022-06-01,P05.5,340,9,18,0,0,0,0,86,453,P05
2022-06-01,P05.6,2143,64,142,12,0,0,0,343,2704,P05
2022-06-01,P06,21268,248,1555,178,0,103,1,7017,30375,
2022-06-01,P07,9280,102,745,96,0,27,0,2233,12484,
2022-06-01,P08,11391,138,843,136,0,70,9,4119,16707,
2022-06-01,P08.0,5071,14,130,32,0,70,8,2341,7667,P08
2022-06-01,P08.1,1132,24,368,32,0,0,0,131,1687,P08
2022-06-01,P08.2,1087,31,131,48,0,0,1,188,1486,P08
2022-06-01,P08.3,4101,69,214,24,0,0,0,1459,5867,P08
2022-06-01,P09,8964,159,611,105,0,9,159,2454,12461,
2022-06-01,P09.0,3981,27,192,45,0,9,159,1269,5682,P09
2022-06-01,P09.1,1701,53,236,38,0,0,0,230,2258,P09
2022-06-01,P09.2,3282,79,183,22,0,0,0,955,4521,P09
2022-06-01,P10,21945,551,1871,245,0,15,10,6046,30683,
2022-06-01,P10.0,13960,77,471,59,0,15,10,4761,19353,P10
2022-06-01,P10.1,3655,220,731,69,0,0,0,462,5137,P10
2022-06-01,P10.2,1062,49,125,31,0,0,0,199,1466,P10
2022-06-01,P10.3,1693,121,317,48,0,0,0,315,2494,P10
2022-06-01,P10.4,1575,84,227,38,0,0,0,309,2233,P10
2022-06-01,P18,3220,55,148,33,0,1,45,821,4323,
2022-06-01,P18.0,455,3,4,4,0,1,9,163,639,P18
2022-06-01,P18.1,2666,50,139,28,0,0,36,655,3574,P18
2022-06-01,P18.2,50,1,2,1,0,0,0,2,56,P18
2022-06-01,P18.3,49,1,3,0,0,0,0,1,54,P18
2022-07-01,P01,5623,114,2620,1359,0,102,180,1828,11826,
2022-07-01,P02,10094,105,1613,238,0,73,74,2632,14830,
2022-07-01,P03,14547,161,1025,165,0,38,0,3775,19711,
2022-07-01,P04,17703,201,1322,277,0,106,0,5296,24909,
2022-07-01,P05,14671,278,1390,136,0,73,1,3821,20373,
2022-07-01,P05.0,8632,48,290,35,0,73,1,2935,12017,P05
2022-07-01,P05.1,1358,64,556,47,0,0,0,159,2184,P05
2022-07-01,P05.2,1068,43,146,14,0,0,0,137,1408,P05
2022-07-01,P05.3,232,14,67,5,0,0,0,33,351,P05
2022-07-01,P05.4,878,34,169,22,0,0,0,126,1229,P05
2022-07-01,P05.5,342,9,18,0,0,0,0,86,455,P05
2022-07-01,P05.6,2161,66,144,13,0,0,0,345,2729,P05
2022-07-01,P06,21223,247,1546,171,0,103,1,7024,30320,
2022-07-01,P07,9243,105,739,117,0,28,0,2214,12447,
2022-07-01,P08,11386,135,840,137,0,69,9,4115,16692,
2022-07-01,P08.0,5045,15,127,35,0,69,8,2348,7648,P08
2022-07-01,P08.1,1134,23,374,32,0,0,0,132,1695,P08
2022-07-01,P08.2,1090,29,127,46,0,0,1,186,1479,P08
2022-07-01,P08.3,4117,68,212,24,0,0,0,1449,5870,P08
2022-07-01,P09,8995,155,607,102,0,8,160,2469,12496,
2022-07-01,P09.0,3976,27,189,42,0,8,160,1283,5685,P09
2022-07-01,P09.1,1721,49,238,38,0,0,0,231,2277,P09
2022-07-01,P09.2,3298,79,180,22,0,0,0,955,4534,P09
2022-07-01,P10,21688,541,1842,242,0,14,10,6017,30354,
2022-07-01,P10.0,13839,82,464,62,0,14,10,4752,19223,P10
2022-07-01,P10.1,3686,220,729,66,0,0,0,465,5166,P10
2022-07-01,P10.2,1073,50,125,30,0,0,0,197,1475,P10
2022-07-01,P10.3,1687,120,315,46,0,0,0,315,2483,P10
2022-07-01,P10.4,1403,69,209,38,0,0,0,288,2007,P10
2022-07-01,P18,3238,52,146,34,0,1,45,825,4341,
2022-07-01,P18.0,453,3,4,4,0,1,9,162,636,P18
2022-07-01,P18.1,2685,47,137,29,0,0,36,660,3594,P18
2022-07-01,P18.2,51,1,2,1,0,0,0,2,57,P18
2022-07-01,P18.3,49,1,3,0,0,0,0,1,54,P18
2022-08-01,P01,5590,111,2631,1259,0,95,180,1814,11680,
2022-08-01,P02,10105,105,1603,231,0,66,75,2646,14832,
2022-08-01,P03,14573,164,1031,164,0,34,0,3787,19753,
2022-08-01,P04,17366,208,1324,278,0,95,0,5238,24513,
2022-08-01,P05,14712,278,1406,145,0,69,1,3856,20470,
2022-08-01,P05.0,8688,47,299,43,0,69,1,2967,12117,P05
2022-08-01,P05.1,1359,61,564,48,0,0,0,158,2190,P05
2022-08-01,P05.2,1067,43,149,14,0,0,0,136,1409,P05
2022-08-01,P05.3,232,14,67,5,0,0,0,33,351,P05
2022-08-01,P05.4,874,36,168,21,0,0,0,124,1223,P05
2022-08-01,P05.5,343,8,17,1,0,0,0,87,456,P05
2022-08-01,P05.6,2149,69,142,13,0,0,0,351,2724,P05
2022-08-01,P06,21333,249,1548,175,0,98,1,7062,30469,
2022-08-01,P07,9283,104,742,126,0,28,0,2231,12515,
2022-08-01,P08,11422,132,839,137,0,66,9,4118,16724,
2022-08-01,P08.0,5073,14,132,35,0,66,8,2354,7683,P08
2022-08-01,P08.1,1132,26,369,31,0,0,0,132,1690,P08
2022-08-01,P08.2,1098,27,127,47,0,0,1,187,1487,P08
2022-08-01,P08.3,4119,65,211,24,0,0,0,1445,5864,P08
2022-08-01,P09,9080,156,606,133,0,8,165,2471,12619,
2022-08-01,P09.0,4013,27,187,42,0,8,165,1285,5727,P09
2022-08-01,P09.1,1752,51,237,39,0,0,0,231,2310,P09
2022-08-01,P09.2,3315,78,182,52,0,0,0,955,4582,P09
2022-08-01,P10,21392,537,1806,236,0,12,11,5966,29960,
2022-08-01,P10.0,13696,80,459,59,0,12,11,4720,19037,P10
2022-08-01,P10.1,3508,216,694,63,0,0,0,444,4925,P10
2022-08-01,P10.2,1070,48,124,29,0,0,0,199,1470,P10
2022-08-01,P10.3,1684,118,318,47,0,0,0,317,2484,P10
2022-08-01,P10.4,1434,75,211,38,0,0,0,286,2044,P10
2022-08-01,P18,3273,54,149,36,0,1,45,823,4381,
2022-08-01,P18.0,466,3,4,6,0,1,9,160,649,P18
2022-08-01,P18.1,2704,49,140,29,0,0,36,660,3618,P18
2022-08-01,P18.2,53,1,2,1,0,0,0,2,59,P18
2022-08-01,P18.3,50,1,3,0,0,0,0,1,55,P18
2022-09-01,P01,5597,109,2646,1235,0,90,180,1822,11679,
2022-09-01,P02,10120,106,1603,231,0,61,75,2657,14854,
2022-09-01,P03,14589,164,1026,169,0,29,0,3768,19745,
2022-09-01,P04,17411,200,1338,282,0,84,0,5256,24575,
2022-09-01,P05,14828,271,1426,132,0,60,1,3880,20601,
2022-09-01,P05.0,8779,43,310,32,0,60,1,2986,12214,P05
2022-09-01,P05.1,1359,59,569,46,0,0,0,159,2192,P05
2022-09-01,P05.2,1064,43,148,14,0,0,0,138,1407,P05
2022-09-01,P05.3,235,14,72,5,0,0,0,32,358,P05
2022-09-01,P05.4,870,35,169,21,0,0,0,123,1218,P05
2022-09-01,P05.5,341,8,17,2,0,0,0,87,455,P05
2022-09-01,P05.6,2180,69,141,12,0,0,0,355,2757,P05
2022-09-01,P06,21425,257,1574,180,0,90,1,7083,30613,
2022-09-01,P07,9317,99,759,115,0,27,0,2241,12559,
2022-09-01,P08,11455,131,845,137,0,60,9,4138,16776,
2022-09-01,P08.0,5072,14,133,33,0,60,8,2374,7695,P08
2022-09-01,P08.1,1135,25,371,30,0,0,0,127,1688,P08
2022-09-01,P08.2,1114,27,128,50,0,0,1,188,1508,P08
2022-09-01,P08.3,4134,65,213,24,0,0,0,1449,5885,P08
2022-09-01,P09,9159,156,614,110,0,8,167,2485,12699,
2022-09-01,P09.0,4032,27,186,44,0,8,167,1290,5754,P09
2022-09-01,P09.1,1764,50,241,43,0,0,0,233,2331,P09
2022-09-01,P09.2,3363,79,187,23,0,0,0,962,4614,P09
2022-09-01,P10,21395,537,1797,231,0,10,10,5978,29958,
2022-09-01,P10.0,13670,80,455,56,0,10,10,4730,19011,P10
2022-09-01,P10.1,3525,210,684,60,0,0,0,445,4924,P10
2022-09-01,P10.2,1063,51,127,29,0,0,0,199,1469,P10
2022-09-01,P10.3,1689,120,319,47,0,0,0,319,2494,P10
2022-09-01,P10.4,1448,76,212,39,0,0,0,285,2060,P10
2022-09-01,P18,3306,51,151,35,0,1,48,826,4418,
2022-09-01,P18.0,470,2,5,5,0,1,9,162,654,P18
2022-09-01,P18.1,2730,47,141,29,0,0,39,661,3647,P18
2022-09-01,P18.2,55,1,2,1,0,0,0,2,61,P18
2022-09-01,P18.3,51,1,3,0,0,0,0,1,56,P18
2022-10-01,P01,5600,112,2660,1379,0,76,179,1829,11835,
2022-10-01,P02,10129,108,1594,254,0,54,76,2672,14888,
2022-10-01,P03,14597,166,1045,165,0,25,0,3789,19787,
2022-10-01,P04,17499,198,1345,275,0,71,0,5290,24682,
2022-10-01,P05,14707,263,1415,138,0,52,1,3859,20437,
2022-10-01,P05.0,8725,45,308,38,0,52,1,2975,12146,P05
2022-10-01,P05.1,1314,55,563,47,0,0,0,155,2134,P05
2022-10-01,P05.2,1054,40,145,13,0,0,0,135,1387,P05
2022-10-01,P05.3,239,14,72,4,0,0,0,29,358,P05
2022-10-01,P05.4,849,33,167,18,0,0,0,120,1187,P05
2022-10-01,P05.5,326,6,17,3,0,0,0,87,439,P05
2022-10-01,P05.6,2200,70,143,15,0,0,0,358,2786,P05
2022-10-01,P06,21058,262,1595,177,0,73,1,7005,30173,
2022-10-01,P07,9310,96,768,122,0,23,0,2243,12563,
2022-10-01,P08,11522,130,832,138,0,54,8,4133,16818,
2022-10-01,P08.0,5104,13,132,33,0,54,7,2388,7732,P08
2022-10-01,P08.1,1138,25,362,32,0,0,0,124,1681,P08
2022-10-01,P08.2,1121,28,128,50,0,0,1,185,1513,P08
2022-10-01,P08.3,4159,64,210,23,0,0,0,1436,5892,P08
2022-10-01,P09,9216,153,609,111,0,8,172,2492,12761,
2022-10-01,P09.0,4051,28,182,44,0,8,172,1298,5783,P09
2022-10-01,P09.1,1802,51,251,43,0,0,0,234,2381,P09
2022-10-01,P09.2,3363,74,176,24,0,0,0,960,4597,P09
2022-10-01,P10,21312,522,1778,236,0,10,10,5992,29860,
2022-10-01,P10.0,13645,77,457,57,0,10,10,4757,19013,P10
2022-10-01,P10.1,3551,208,686,62,0,0,0,447,4954,P10
2022-10-01,P10.2,1071,52,129,31,0,0,0,198,1481,P10
2022-10-01,P10.3,1585,114,298,49,0,0,0,306,2352,P10
2022-10-01,P10.4,1460,71,208,37,0,0,0,284,2060,P10
2022-10-01,P18,3284,51,151,33,0,1,51,825,4396,
2022-10-01,P18.0,464,2,5,4,0,1,9,161,646,P18
2022-10-01,P18.1,2711,47,141,28,0,0,42,661,3630,P18
2022-10-01,P18.2,55,1,2,1,0,0,0,2,61,P18
2022-10-01,P18.3,54,1,3,0,0,0,0,1,59,P18
2022-11-01,P01,5613,113,2691,1270,0,70,182,1815,11754,
2022-11-01,P02,10174,106,1602,235,0,52,76,2674,14920,
2022-11-01,P03,14660,168,1049,170,0,22,0,3785,19854,
2022-11-01,P04,17523,193,1349,280,0,60,0,5303,24710,
2022-11-01,P05,14814,264,1423,127,0,45,1,3867,20543,
2022-11-01,P05.0,8804,43,315,32,0,45,1,2997,12239,P05
2022-11-01,P05.1,1306,57,560,46,0,0,0,147,2116,P05
2022-11-01,P05.2,1060,41,144,13,0,0,0,133,1391,P05
2022-11-01,P05.3,242,14,72,5,0,0,0,29,362,P05
2022-11-01,P05.4,859,35,169,19,0,0,0,116,1198,P05
2022-11-01,P05.5,324,5,16,0,0,0,0,86,431,P05
2022-11-01,P05.6,2219,69,147,12,0,0,0,359,2806,P05
2022-11-01,P06,21061,257,1629,157,0,67,1,7042,30216,
2022-11-01,P07,9327,95,780,131,0,19,0,2246,12599,
2022-11-01,P08,11322,131,836,134,0,47,6,4075,16552,
2022-11-01,P08.0,5061,11,135,32,0,47,5,2352,7644,P08
2022-11-01,P08.1,1103,24,358,30,0,0,0,126,1641,P08
2022-11-01,P08.2,1083,31,130,49,0,0,1,191,1485,P08
2022-11-01,P08.3,4075,65,213,23,0,0,0,1406,5782,P08
2022-11-01,P09,9291,158,611,109,0,8,179,2491,12847,
2022-11-01,P09.0,4067,30,182,43,0,8,179,1301,5810,P09
2022-11-01,P09.1,1828,49,250,43,0,0,0,230,2400,P09
2022-11-01,P09.2,3396,79,179,23,0,0,0,960,4637,P09
2022-11-01,P10,21340,520,1763,229,0,9,8,6007,29876,
2022-11-01,P10.0,13708,80,446,57,0,9,8,4791,19099,P10
2022-11-01,P10.1,3555,207,687,62,0,0,0,449,4960,P10
2022-11-01,P10.2,1015,51,127,29,0,0,0,183,1405,P10
2022-11-01,P10.3,1596,111,300,44,0,0,0,304,2355,P10
2022-11-01,P10.4,1466,71,203,37,0,0,0,280,2057,P10
2022-11-01,P18,3316,50,149,33,0,1,51,831,4431,
2022-11-01,P18.0,471,2,5,4,0,1,9,163,655,P18
2022-11-01,P18.1,2735,46,139,28,0,0,42,665,3655,P18
2022-11-01,P18.2,53,1,2,1,0,0,0,2,59,P18
2022-11-01,P18.3,57,1,3,0,0,0,0,1,62,P18
2022-12-01,P01,5586,112,2672,1391,0,54,183,1829,11827,
2022-12-01,P02,10137,108,1574,246,0,44,75,2673,14858,
2022-12-01,P03,14651,169,1028,164,0,20,0,3783,19815,
2022-12-01,P04,17497,189,1343,274,0,50,0,5282,24637,
2022-12-01,P05,14887,273,1419,144,0,41,1,3875,20641,
2022-12-01,P05.0,8860,42,315,46,0,41,1,3005,12311,P05
2022-12-01,P05.1,1305,59,558,45,0,0,0,145,2112,P05
2022-12-01,P05.2,1054,43,142,14,0,0,0,134,1387,P05
2022-12-01,P05.3,246,15,73,5,0,0,0,30,369,P05
2022-12-01,P05.4,859,38,169,20,0,0,0,119,1205,P05
2022-12-01,P05.5,324,6,15,0,0,0,0,82,427,P05
2022-12-01,P05.6,2239,70,147,14,0,0,0,360,2830,P05
2022-12-01,P06,20999,260,1625,151,0,60,1,7050,30148,
2022-12-01,P07,9269,94,765,125,0,16,0,2241,12511,
2022-12-01,P08,11257,130,814,134,0,45,6,4082,16468,
2022-12-01,P08.0,5026,12,127,31,0,45,5,2368,7614,P08
2022-12-01,P08.1,1105,22,345,32,0,0,0,126,1630,P08
2022-12-01,P08.2,1076,30,130,49,0,0,1,186,1472,P08
2022-12-01,P08.3,4050,66,212,22,0,0,0,1402,5752,P08
2022-12-01,P09,9353,161,617,111,0,8,180,2503,12933,
2022-12-01,P09.0,4073,28,182,43,0,8,180,1303,5817,P09
2022-12-01,P09.1,1835,50,255,45,0,0,0,232,2417,P09
2022-12-01,P09.2,3445,83,180,23,0,0,0,968,4699,P09
2022-12-01,P10,21383,523,1739,223,0,9,9,6039,29925,
2022-12-01,P10.0,13737,83,436,56,0,9,9,4818,19148,P10
2022-12-01,P10.1,3586,206,678,58,0,0,0,452,4980,P10
2022-12-01,P10.2,994,47,128,32,0,0,0,186,1387,P10
2022-12-01,P10.3,1606,117,296,42,0,0,0,305,2366,P10
2022-12-01,P10.4,1460,70,201,35,0,0,0,278,2044,P10
2022-12-01,P18,3337,50,147,33,0,1,53,831,4452,
2022-12-01,P18.0,472,2,5,4,0,1,9,163,656,P18
2022-12-01,P18.1,2751,46,137,28,0,0,44,665,3671,P18
2022-12-01,P18.2,53,1,2,1,0,0,0,2,59,P18
2022-12-01,P18.3,61,1,3,0,0,0,0,1,66,P18
