date,Oblast,POP_R,POP_V,POP_A,POP_P,POP_C,POP_E,POP_O,POP_S,XSUM,parent district
2025-02-01,P05.0,9798,45,375,0,0,1,1,3290,13510,P05
2025-02-01,P05.1,1269,71,586,0,0,0,0,141,2067,P05
2025-02-01,P05.2,961,41,146,0,0,0,0,136,1284,P05
2025-02-01,P05.3,213,9,59,0,0,0,0,27,308,P05
2025-02-01,P05.4,803,37,202,0,0,0,0,130,1172,P05
2025-02-01,P05.5,312,5,29,0,0,0,0,82,428,P05
2025-02-01,P05.6,2154,58,135,0,0,0,0,364,2711,P05
2025-02-01,P06,22154,277,1947,1,0,0,1,7416,31796,
2025-02-01,P07,9374,114,925,0,0,0,0,2274,12687,
2025-02-01,P08,12858,197,1195,0,0,0,4,4332,18586,
2025-02-01,P08.0,6386,28,183,0,0,0,4,2691,9292,P08
2025-02-01,P08.1,1091,27,444,0,0,0,0,105,1667,P08
2025-02-01,P08.2,1065,40,253,0,0,0,0,189,1547,P08
2025-02-01,P08.3,4316,102,315,0,0,0,0,1347,6080,P08
2025-02-01,P09,10131,188,625,1,0,0,228,2522,13695,
2025-02-01,P09.0,4328,23,152,1,0,0,228,1342,6074,P09
2025-02-01,P09.1,2189,73,273,0,0,0,0,257,2792,P09
2025-02-01,P09.2,3614,92,200,0,0,0,0,923,4829,P09
2025-02-01,P10,22601,546,1853,0,0,0,13,6404,31417,
2025-02-01,P10.0,15001,82,465,0,0,0,13,5219,20780,P10
2025-02-01,P10.1,3491,221,749,0,0,0,0,438,4899,P10
2025-02-01,P10.2,1032,47,134,0,0,0,0,192,1405,P10
2025-02-01,P10.3,1635,120,286,0,0,0,0,313,2354,P10
2025-02-01,P10.4,1442,76,219,0,0,0,0,242,1979,P10
2025-02-01,P18,3833,61,212,0,0,0,77,884,5067,
2025-02-01,P18.0,664,1,12,0,0,0,12,196,885,P18
2025-02-01,P18.1,2850,47,183,0,0,0,65,680,3825,P18
2025-02-01,P18.2,255,12,13,0,0,0,0,5,285,P18
2025-02-01,P18.3,64,1,4,0,0,0,0,3,72,P18
2025-03-01,P01,5497,133,3317,0,0,1,161,1901,11010,
2025-03-01,P02,10367,134,1735,0,0,0,67,2695,14998,
2025-03-01,P03,15024,181,1172,0,0,0,0,3944,20321,
2025-03-01,P04,18619,199,1478,0,0,1,0,5665,25962,
2025-03-01,P05,15575,269,1547,0,0,1,1,4204,21597,
2025-03-01,P05.0,9848,46,377,0,0,1,1,3318,13591,P05
2025-03-01,P05.1,1258,70,584,0,0,0,0,143,2055,P05
2025-03-01,P05.2,971,43,154,0,0,0,0,136,1304,P05
2025-03-01,P05.3,218,10,62,0,0,0,0,26,316,P05
2025-03-01,P05.4,804,35,206,0,0,0,0,131,1176,P05
2025-03-01,P05.5,310,6,29,0,0,0,0,81,426,P05
2025-03-01,P05.6,2166,59,135,0,0,0,0,369,2729,P05
2025-03-01,P06,22238,281,1977,0,0,0,1,7445,31942,
2025-03-01,P07,9388,113,913,0,0,0,0,2268,12682,
2025-03-01,P08,12950,196,1232,0,0,0,4,4335,18717,
2025-03-01,P08.0,6484,31,202,0,0,0,4,2689,9410,P08
2025-03-01,P08.1,1082,26,455,0,0,0,0,107,1670,P08
2025-03-01,P08.2,1071,42,258,0,0,0,0,189,1560,P08
2025-03-01,P08.3,4313,97,317,0,0,0,0,1350,6077,P08
2025-03-01,P09,10096,186,619,1,0,0,214,2515,13631,
2025-03-01,P09.0,4278,23,148,1,0,0,214,1335,5999,P09
2025-03-01,P09.1,2177,73,270,0,0,0,0,257,2777,P09
2025-03-01,P09.2,3641,90,201,0,0,0,0,923,4855,P09
2025-03-01,P10,22639,562,1849,0,0,0,9,6433,31492,
2025-03-01,P10.0,15038,87,460,0,0,0,9,5242,20836,P10
2025-03-01,P10.1,3487,225,762,0,0,0,0,440,4914,P10
2025-03-01,P10.2,1038,50,129,0,0,0,0,200,1417,P10
2025-03-01,P10.3,1636,120,279,0,0,0,0,310,2345,P10
2025-03-01,P10.4,1440,80,219,0,0,0,0,241,1980,P10
2025-03-01,P18,3859,64,208,0,0,0,77,883,5091,
2025-03-01,P18.0,675,1,11,0,0,0,12,198,897,P18
2025-03-01,P18.1,2862,50,180,0,0,0,65,677,3834,P18
2025-03-01,P18.2,258,12,13,0,0,0,0,5,288,P18
2025-03-01,P18.3,64,1,4,0,0,0,0,3,72,P18
