date,kod_useku,POP_CELKEM,pop_rezidentska,pop_vlastnicka,pop_abonentska,pop_prenosna,pop_carsharing,pop_ekologicka,pop_ostatni,pop_socialni
2023-06-30,P4-0248,38,37,0,0,0,0,0,0,1
2023-06-30,P4-0249,77,50,1,1,0,0,0,0,25
2023-06-30,P4-0251,12,7,0,0,0,0,0,0,5
2023-06-30,P4-0256,36,27,0,3,0,0,0,0,6
2023-06-30,P4-0259,18,10,0,1,0,0,0,0,7
2023-06-30,P4-0260,31,27,0,2,0,0,0,0,2
2023-06-30,P4-0263,9,7,0,1,0,0,0,0,1
2023-06-30,P4-0264,13,11,0,0,0,0,0,0,2
2023-06-30,P4-0265,11,8,0,1,0,0,0,0,2
2023-06-30,P4-0267,4,4,0,0,0,0,0,0,0
2023-06-30,P4-0268,10,9,0,0,0,0,0,0,1
2023-06-30,P4-0270,3,2,0,0,0,0,0,0,1
2023-06-30,P4-0271,12,8,0,0,0,0,0,0,4
2023-06-30,P4-0273,18,11,0,3,0,0,0,0,4
2023-06-30,P4-0274,8,6,0,1,0,0,0,0,1
2023-06-30,P4-0275,29,23,0,0,0,0,0,0,6
2023-06-30,P4-0276,6,3,0,0,0,0,0,0,3
2023-06-30,P4-0277,72,60,1,3,0,0,0,0,8
2023-06-30,P4-0279,53,35,0,3,0,0,0,0,15
2023-06-30,P4-0280,23,18,0,1,0,0,0,0,4
2023-06-30,P4-0281,68,51,1,3,0,0,0,0,13
2023-06-30,P4-0283,43,31,0,2,0,0,0,0,10
2023-06-30,P4-0301,52,38,0,4,0,0,0,0,10
2023-06-30,P4-0302,17,9,0,1,0,0,0,0,7
2023-06-30,P4-0303,53,43,0,1,0,0,0,0,9
2023-06-30,P4-0304,6,3,0,2,0,0,1,0,0
2023-06-30,P4-0306,24,15,0,4,0,0,0,0,5
2023-06-30,P4-0308,9,4,0,0,0,0,0,0,5
2023-06-30,P4-0309,3,2,0,0,0,0,0,0,1
2023-06-30,P4-0310,18,9,0,0,0,0,0,0,9
2023-06-30,P4-0311,45,30,0,8,0,0,0,0,7
2023-06-30,P4-0313,27,18,1,2,0,0,0,0,6
2023-06-30,P4-0315,69,57,0,1,0,0,0,0,11
2023-06-30,P4-0317,52,39,2,3,0,0,0,0,8
2023-06-30,P4-0319,50,38,2,3,0,0,0,0,7
2023-06-30,P4-0322,23,15,0,1,0,0,0,0,7
2023-06-30,P4-0323,59,38,1,7,3,0,0,0,10
2023-06-30,P4-0324,64,44,1,5,0,0,0,0,14
2023-06-30,P4-0325,9,6,1,1,0,0,0,0,1
2023-06-30,P4-0326,49,43,0,0,0,0,0,0,6
2023-06-30,P4-0327,25,23,0,0,0,0,0,0,2
2023-06-30,P4-0328,5,5,0,0,0,0,0,0,0
2023-06-30,P4-0329,1,0,0,1,0,0,0,0,0
2023-06-30,P4-0330,2,1,0,0,0,0,0,0,1
2023-06-30,P4-0332,21,17,0,0,0,0,0,0,4
2023-06-30,P4-0333,13,11,0,0,0,0,0,0,2
2023-06-30,P4-0340,3,3,0,0,0,0,0,0,0
2023-06-30,P4-0342,14,10,0,0,0,0,0,0,4
2023-06-30,P4-0343,9,9,0,0,0,0,0,0,0
2023-06-30,P4-0344,17,11,0,0,0,0,0,0,6
2023-06-30,P4-0345,13,12,0,0,0,0,0,0,1
2023-06-30,P4-0346,22,18,0,2,0,0,0,0,2
2023-06-30,P4-0347,21,20,0,0,0,0,0,0,1
2023-06-30,P4-0348,30,23,0,2,2,0,0,0,3
2023-06-30,P4-0357,5,4,0,0,0,0,0,0,1
2023-06-30,P4-0359,44,32,0,2,0,0,0,0,10
2023-06-30,P4-0360,43,36,1,1,0,0,0,0,5
2023-06-30,P4-0362,34,26,1,1,0,0,0,0,6
2023-06-30,P4-0364,12,8,0,1,1,0,0,0,2
2023-06-30,P4-0365,9,8,0,0,0,0,0,0,1
2023-06-30,P4-0366,14,9,0,0,0,0,0,0,5
2023-06-30,P4-0369,49,36,0,1,0,0,0,0,12
2023-06-30,P4-0372,5,4,0,0,0,0,0,0,1
2023-06-30,P4-0374,22,12,0,1,0,0,0,0,9
2023-06-30,P4-0377,30,22,0,0,0,0,0,0,8
2023-06-30,P4-0379,56,45,0,1,0,0,0,0,10
2023-06-30,P4-0386,54,40,1,1,0,0,0,0,12
2023-06-30,P4-0387,14,9,0,0,0,0,0,0,5
2023-06-30,P4-0388,20,15,0,1,0,0,0,0,4
2023-06-30,P4-0389,49,34,3,4,0,0,0,0,8
2023-06-30,P4-0390,25,17,1,1,1,0,0,0,5
2023-06-30,P4-0392,48,42,0,0,0,0,0,0,6
2023-06-30,P4-0393,66,54,1,0,0,0,0,0,11
2023-06-30,P4-0394,60,50,0,0,0,0,0,0,10
2023-06-30,P4-0395,67,38,2,3,0,0,0,0,24
2023-06-30,P4-0397,23,19,1,0,0,0,0,0,3
2023-06-30,P4-0398,22,19,1,0,0,0,0,0,2
2023-06-30,P4-0400,12,11,0,0,0,0,0,0,1
2023-06-30,P4-0401,26,21,0,1,0,0,0,0,4
2023-06-30,P4-0402,30,21,0,0,0,0,0,0,9
2023-06-30,P4-0408,14,12,0,0,0,0,0,0,2
2023-06-30,P4-0409,36,23,0,1,0,0,0,0,12
2023-06-30,P4-0415,1,1,0,0,0,0,0,0,0
2023-06-30,P4-0419,28,20,0,0,0,0,0,0,8
2023-06-30,P4-0421,10,9,0,0,0,0,0,0,1
2023-06-30,P4-0422,95,80,2,2,0,0,0,0,11
2023-06-30,P4-0424,97,61,0,17,0,0,1,0,18
2023-06-30,P4-0428,31,23,0,3,0,0,0,0,5
2023-06-30,P4-0501,20,16,1,0,0,0,0,0,3
2023-06-30,P4-0502,27,21,0,1,0,0,1,0,4
2023-06-30,P4-0505,18,15,0,0,0,0,0,0,3
2023-06-30,P4-0507,8,8,0,0,0,0,0,0,0
2023-06-30,P4-0508,17,15,0,2,0,0,0,0,0
2023-06-30,P4-0509,6,5,0,1,0,0,0,0,0
2023-06-30,P4-0510,1,0,0,1,0,0,0,0,0
2023-06-30,P4-0514,29,15,2,11,0,0,1,0,0
2023-06-30,P4-0543,64,43,1,10,1,0,0,1,8
2023-06-30,P4-0550,60,52,0,5,0,0,0,0,3
2023-06-30,P4-0559,2,0,0,1,0,0,0,0,1
2023-06-30,P4-0560,9,8,1,0,0,0,0,0,0
2023-06-30,P4-0561,24,16,0,2,0,0,0,0,6
2023-06-30,P4-0562,28,22,0,3,0,0,0,0,3
2023-06-30,P4-0563,17,17,0,0,0,0,0,0,0
2023-06-30,P4-0564,8,7,0,0,0,0,0,0,1
2023-06-30,P4-0566,4,4,0,0,0,0,0,0,0
2023-06-30,P4-0567,21,12,1,1,3,0,0,0,4
2023-06-30,P4-0568,4,2,0,0,0,0,0,0,2
2023-06-30,P4-0569,38,31,1,0,0,0,0,0,6
2023-06-30,P4-0575,20,7,0,9,0,0,0,0,4
2023-06-30,P4-0576,63,54,2,0,0,0,0,0,7
2023-06-30,P4-0578,102,77,1,1,0,0,0,0,23
2023-06-30,P4-0613,41,36,0,1,0,0,0,0,4
2023-06-30,P4-0614,3,0,0,2,1,0,0,0,0
2023-06-30,P4-0617,36,25,1,2,1,0,0,0,7
2023-06-30,P4-0622,41,29,2,6,0,0,0,0,4
2023-06-30,P4-0635,5,3,0,0,0,0,0,0,2
2023-06-30,P4-0636,78,41,1,4,9,0,0,0,23
2023-06-30,P4-0638,282,172,0,3,0,0,0,0,107
2023-06-30,P4-0639,25,22,0,0,0,0,0,0,3
2023-06-30,P4-0641,25,16,0,0,0,0,0,0,9
2023-06-30,P4-0643,51,39,1,1,0,0,0,0,10
2023-06-30,P4-0649,78,49,0,0,0,0,0,0,29
2023-06-30,P4-0650,45,28,0,1,0,0,0,0,16
2023-06-30,P4-0655,11,7,0,2,0,0,0,0,2
2023-06-30,P4-0656,9,8,0,1,0,0,0,0,0
2023-06-30,P4-0705,70,57,1,2,0,0,0,0,10
2023-06-30,P4-0707,20,19,0,0,0,0,0,0,1
2023-06-30,P4-0708,23,20,0,1,0,0,0,0,2
2023-06-30,P4-0711,1,0,0,1,0,0,0,0,0
2023-06-30,P4-0713,94,56,0,2,0,0,0,0,36
2023-06-30,P4-0718,19,14,0,4,0,0,0,0,1
2023-06-30,P4-0720,5,4,0,0,0,0,0,0,1
2023-06-30,P4-0722,3,2,0,0,0,0,0,0,1
2023-06-30,P4-0723,7,4,0,0,0,0,0,0,3
2023-06-30,P4-0724,5,4,0,0,0,0,0,0,1
2023-06-30,P4-0725,13,11,0,0,0,0,0,0,2
2023-06-30,P4-0728,29,23,0,1,0,0,0,0,5
2023-06-30,P4-0729,20,17,0,1,0,0,0,0,2
2023-06-30,P4-0730,32,23,0,1,0,0,0,0,8
2023-06-30,P4-0735,7,7,0,0,0,0,0,0,0
2023-06-30,P4-0800,14,7,0,5,0,0,0,0,2
2023-06-30,P4-0802,36,30,0,1,0,0,0,0,5
2023-06-30,P4-0803,22,17,0,0,0,0,0,0,5
2023-06-30,P4-0804,9,8,0,0,0,0,0,0,1
2023-06-30,P4-0805,23,20,0,0,0,0,0,0,3
2023-06-30,P4-0806,18,12,0,0,0,0,0,0,6
2023-06-30,P4-0807,46,29,0,1,0,0,0,0,16
2023-06-30,P4-0808,14,8,0,1,0,0,0,0,5
2023-06-30,P4-0809,30,24,1,0,0,0,0,0,5
2023-06-30,P4-0810,26,17,0,0,0,0,0,0,9
2023-06-30,P4-0811,55,33,1,8,0,0,0,0,13
2023-06-30,P4-0812,38,26,0,1,0,0,0,0,11
2023-06-30,P4-0813,5,3,0,0,0,0,0,0,2
2023-06-30,P4-0814,4,3,0,0,0,0,0,0,1
2023-06-30,P4-0816,87,51,0,2,0,0,0,4,30
2023-06-30,P4-0817,6,5,0,1,0,0,0,0,0
2023-06-30,P4-0818,30,20,1,0,0,0,0,0,9
2023-06-30,P4-0819,185,115,1,3,2,0,0,14,50
2023-06-30,P4-0820,107,76,0,2,0,0,0,0,29
2023-06-30,P4-0823,5,3,0,1,0,0,0,0,1
2023-06-30,P4-0824,16,8,1,0,0,0,0,0,7
2023-06-30,P4-0825,17,14,0,0,0,0,0,0,3
2023-06-30,P4-0826,2,0,0,2,0,0,0,0,0
2023-06-30,P4-0827,6,5,0,0,0,0,0,0,1
2023-06-30,P4-0828,3,3,0,0,0,0,0,0,0
2023-06-30,P4-0829,4,3,0,0,0,0,0,0,1
2023-06-30,P4-0830,50,34,0,6,0,0,0,0,10
2023-06-30,P4-0831,10,8,0,1,0,0,0,0,1
2023-06-30,P4-0832,37,32,0,0,0,0,0,0,5
2023-06-30,P4-0833,53,40,0,2,0,0,0,0,11
2023-06-30,P4-0834,22,16,0,1,0,0,0,0,5
2023-06-30,P4-0836,12,10,0,0,0,0,0,0,2
2023-06-30,P4-0837,11,9,0,1,0,0,0,0,1
2023-06-30,P4-0838,11,8,0,1,0,0,0,2,0
2023-06-30,P4-0839,35,28,0,4,0,0,0,0,3
2023-06-30,P4-0840,92,46,0,1,0,0,1,16,28
2023-06-30,P4-0841,43,0,0,1,0,0,0,42,0
2023-06-30,P4-0842,7,4,0,1,0,0,0,0,2
2023-06-30,P4-0843,8,7,0,0,0,0,0,0,1
2023-06-30,P4-0844,25,22,0,0,0,0,0,0,3
2023-06-30,P4-0845,8,7,0,0,0,0,0,0,1
2023-06-30,P4-0850,50,37,1,0,0,0,1,0,11
2023-06-30,P4-0851,18,8,0,1,1,0,0,0,8
2023-06-30,P4-0852,23,19,0,0,0,0,0,0,4
2023-06-30,P4-0901,41,29,1,1,0,0,0,0,10
2023-06-30,P4-0903,38,22,0,2,0,0,0,0,14
2023-06-30,P4-0904,109,79,0,0,0,0,0,5,25
2023-06-30,P4-0905,11,7,0,1,0,0,0,0,3
2023-06-30,P4-0906,10,8,0,0,0,0,0,0,2
2023-06-30,P4-0907,18,0,0,12,6,0,0,0,0
2023-06-30,P4-0908,56,43,1,2,0,0,0,0,10
2023-06-30,P4-0909,31,23,0,3,0,0,0,0,5
2023-06-30,P4-0910,41,26,1,2,0,0,0,0,12
2023-06-30,P4-0912,60,42,0,3,0,0,0,0,15
2023-06-30,P4-0913,53,19,0,8,0,0,0,0,26
2023-06-30,P4-0914,58,44,0,4,0,0,0,0,10
2023-06-30,P4-0915,12,11,0,1,0,0,0,0,0
2023-06-30,P4-0916,27,17,1,1,0,0,0,0,8
2023-06-30,P4-0917,111,94,0,5,0,0,0,0,12
2023-06-30,P4-0918,50,42,0,0,0,0,0,0,8
2023-06-30,P4-0919,4,2,0,0,0,0,0,0,2
2023-06-30,P4-0920,11,9,0,0,0,0,0,0,2
2023-06-30,P4-0922,21,17,2,2,0,0,0,0,0
2023-06-30,P4-0923,54,37,1,3,0,0,0,0,13
2023-06-30,P4-0924,561,370,1,11,0,0,4,6,169
2023-06-30,P4-0925,59,44,0,0,0,0,0,0,15
2023-06-30,P4-0926,8,6,0,0,0,0,0,0,2
2023-06-30,P4-0927,56,38,0,2,0,0,0,0,16
2023-06-30,P4-0928,39,34,0,0,0,0,0,0,5
2023-06-30,P4-0929,23,15,1,1,0,0,0,0,6
2023-06-30,P4-0930,24,24,0,0,0,0,0,0,0
2023-06-30,P4-0931,17,16,0,0,0,0,0,0,1
2023-06-30,P4-0932,27,21,0,0,0,0,0,0,6
2023-06-30,P4-0933,70,55,0,2,0,0,0,0,13
2023-06-30,P4-0935,19,11,0,1,2,0,0,0,5
2023-06-30,P4-0936,30,19,0,2,0,0,0,0,9
2023-06-30,P4-0937,11,8,0,0,0,0,0,0,3
2023-06-30,P4-0938,51,31,0,0,0,0,0,0,20
2023-06-30,P4-0939,29,16,0,2,0,0,0,0,11
2023-06-30,P4-0940,8,7,0,0,0,0,0,0,1
2023-06-30,P4-0941,25,16,0,3,0,0,0,0,6
2023-06-30,P4-0942,46,34,0,2,0,0,0,0,10
2023-06-30,P4-0943,78,47,1,2,0,0,0,0,28
2023-06-30,P4-0944,22,14,0,0,0,0,0,0,8
2023-06-30,P4-0945,34,19,0,0,0,0,0,0,15
2023-06-30,P4-0946,22,19,0,0,0,0,0,0,3
2023-06-30,P4-0947,28,24,0,0,0,0,0,0,4
2023-06-30,P4-0949,9,6,0,0,0,0,0,0,3
2023-06-30,P4-0950,5,2,0,0,0,0,0,0,3
2023-06-30,P4-0951,2,2,0,0,0,0,0,0,0
2023-06-30,P4-0952,3,0,0,3,0,0,0,0,0
2023-06-30,P4-0953,32,21,0,0,0,0,0,0,11
2023-06-30,P4-0954,41,26,0,0,0,0,0,0,15
2023-06-30,P4-0955,46,29,1,11,0,0,1,0,4
2023-06-30,P4-0956,27,21,0,1,0,0,0,0,5
2023-06-30,P4-0957,174,103,1,4,0,0,0,0,66
2023-06-30,P4-0958,40,20,0,0,0,0,0,0,20
2023-06-30,P4-0959,75,33,3,9,3,0,2,0,25
2023-06-30,P4-0960,54,32,0,6,0,0,0,0,16
2023-06-30,P4-0961,8,6,0,0,0,0,0,0,2
2023-06-30,P4-0962,13,9,0,1,0,0,0,0,3
2023-06-30,P4-0963,10,7,0,0,0,0,0,0,3
2023-06-30,P4-0964,26,22,0,0,0,0,0,0,4
2023-06-30,P4-0965,39,19,0,9,4,0,0,0,7
2023-06-30,P4-0966,48,26,0,4,0,0,0,0,18
2023-06-30,P4-0967,40,26,0,2,1,0,0,0,11
2023-06-30,P4-0968,12,8,0,3,0,0,0,0,1
2023-06-30,P4-0969,216,137,2,8,0,0,3,0,66
2023-06-30,P4-0970,17,8,0,2,0,0,0,0,7
2023-06-30,P4-0971,15,10,0,2,0,0,0,0,3
2023-06-30,P4-0972,2,2,0,0,0,0,0,0,0
2023-06-30,P4-0973,41,29,0,2,0,0,0,0,10
2023-06-30,P4-0974,1,0,0,0,0,0,0,0,1
2023-06-30,P4-0975,182,105,0,2,12,0,0,0,63
2023-06-30,P4-0976,3,1,0,0,0,0,0,0,2
2023-06-30,P4-0978,11,7,0,0,0,0,0,0,4
2023-06-30,P4-0979,5,3,0,0,0,0,0,0,2
2023-06-30,P4-0980,80,63,1,2,0,0,0,1,13
2023-06-30,P4-0981,13,9,0,2,0,0,0,0,2
2023-06-30,P4-0982,27,23,0,1,0,0,0,0,3
2023-06-30,P4-0983,19,14,0,0,0,0,0,0,5
2023-06-30,P4-0989,39,30,0,0,0,0,0,0,9
2023-06-30,P4-0996,425,265,4,6,2,0,2,31,115
2023-06-30,P4-0997,7,5,0,0,0,0,0,0,2
2023-06-30,P4-0998,1,1,0,0,0,0,0,0,0
2023-06-30,P4-0999,32,22,0,3,0,0,0,0,7
2023-06-30,P4-1000,30,26,0,0,0,0,0,0,4
2023-06-30,P4-1001,64,48,0,0,0,0,0,0,16
2023-06-30,P4-1004,54,41,0,1,0,0,0,0,12
2023-06-30,P4-1005,24,22,1,0,0,0,0,0,1
2023-06-30,P4-1006,72,49,0,1,0,0,0,0,22
2023-06-30,P4-1007,30,20,0,1,0,0,0,0,9
2023-06-30,P4-1009,133,100,2,3,0,0,0,0,28
2023-06-30,P4-1010,33,21,0,0,0,0,0,0,12
2023-06-30,P4-1011,9,6,0,0,0,0,0,0,3
2023-06-30,P4-1012,36,23,0,3,0,0,0,0,10
2023-06-30,P4-1013,28,12,0,0,0,0,0,0,16
2023-06-30,P4-1014,74,53,1,4,1,0,0,0,15
2023-06-30,P4-1015,48,29,1,0,0,0,0,0,18
2023-06-30,P4-1016,7,1,0,6,0,0,0,0,0
2023-06-30,P4-1017,48,30,0,2,0,0,0,0,16
2023-06-30,P4-1018,2,1,0,0,0,0,0,0,1
2023-06-30,P4-1019,15,14,0,0,0,0,0,0,1
2023-06-30,P4-1020,11,7,0,0,0,0,1,0,3
2023-06-30,P4-1021,40,20,0,1,0,0,0,0,19
2023-06-30,P4-1022,23,18,0,0,0,0,0,0,5
2023-06-30,P4-1023,8,5,0,0,0,0,0,0,3
2023-06-30,P4-1024,2,0,0,0,0,0,0,0,2
2023-06-30,P4-1025,15,11,1,1,0,0,0,0,2
2023-06-30,P4-1026,4,3,0,0,0,0,0,0,1
2023-06-30,P4-1027,22,15,1,0,0,0,0,0,6
2023-06-30,P4-1028,34,25,0,0,0,0,0,0,9
2023-06-30,P4-1029,13,11,0,0,0,0,0,0,2
2023-06-30,P4-1030,2,1,0,0,0,0,0,0,1
2023-06-30,P4-1031,16,9,0,1,0,0,0,0,6
2023-06-30,P4-1032,52,36,1,2,0,0,0,0,13
2023-06-30,P4-1033,26,1,0,23,0,0,0,0,2
2023-06-30,P4-1034,44,37,0,0,0,0,0,0,7
2023-06-30,P4-1035,148,106,0,12,0,0,0,0,30
2023-06-30,P4-1036,72,54,0,3,0,0,0,0,15
2023-06-30,P4-1037,56,49,0,3,0,0,0,0,4
2023-06-30,P4-1038,3,3,0,0,0,0,0,0,0
2023-06-30,P4-1039,18,16,0,1,0,0,0,0,1
2023-06-30,P4-1040,32,25,1,1,0,0,0,0,5
2023-06-30,P4-1041,4,4,0,0,0,0,0,0,0
2023-06-30,P4-1042,32,20,0,1,0,0,0,0,11
2023-06-30,P4-1043,56,34,0,4,0,0,0,0,18
2023-06-30,P4-1044,26,20,0,0,0,0,0,0,6
2023-06-30,P4-1045,25,14,1,0,0,0,0,0,10
2023-06-30,P4-1046,19,10,0,1,1,0,1,0,6
2023-06-30,P4-1047,39,19,0,7,5,0,0,0,8
2023-06-30,P4-1048,3,3,0,0,0,0,0,0,0
2023-06-30,P4-1049,12,10,0,0,0,0,0,0,2
2023-06-30,P4-1050,4,0,0,0,0,0,0,0,4
2023-06-30,P4-1051,13,10,0,0,0,0,0,0,3
2023-06-30,P4-1052,5,3,0,0,0,0,0,0,2
2023-06-30,P4-1053,25,16,0,1,0,0,0,0,8
2023-06-30,P4-1054,10,5,0,3,0,0,0,0,2
2023-06-30,P4-1055,7,6,0,0,0,0,0,0,1
2023-06-30,P4-1056,12,8,0,0,0,0,0,0,4
2023-06-30,P4-1058,12,7,0,0,0,0,0,0,5
2023-06-30,P4-1060,18,10,0,2,0,0,0,0,6
2023-06-30,P4-1061,19,13,0,1,0,0,0,0,5
2023-06-30,P4-1159,8,7,0,1,0,0,0,0,0
2023-06-30,P4-1201,11,7,0,0,0,0,0,0,4
2023-06-30,P4-1202,34,22,0,1,0,0,0,0,11
2023-06-30,P4-1204,2,1,0,0,0,0,0,0,1
2023-06-30,P4-1205,32,22,0,0,0,0,0,0,10
2023-06-30,P4-1206,18,8,0,2,3,0,0,0,5
2023-06-30,P4-1207,37,27,1,0,0,0,0,0,9
2023-06-30,P4-1208,62,45,1,3,0,0,0,0,13
2023-06-30,P4-1210,14,5,0,1,5,0,0,0,3
2023-06-30,P4-1211,30,19,0,2,0,0,0,0,9
2023-06-30,P4-1213,51,37,0,6,0,0,1,0,7
2023-06-30,P4-1214,94,42,0,0,0,0,0,44,8
2023-06-30,P4-1215,12,7,0,0,0,0,0,0,5
2023-06-30,P4-1217,17,13,0,1,0,0,0,0,3
2023-06-30,P4-1218,10,6,0,0,0,0,0,0,4
2023-06-30,P4-1221,4,2,0,0,0,0,0,0,2
2023-06-30,P4-1222,3,3,0,0,0,0,0,0,0
2023-06-30,P4-1223,50,30,0,2,0,0,0,0,18
2023-06-30,P4-1224,9,6,0,0,0,0,0,0,3
2023-06-30,P4-1225,23,19,0,2,0,0,0,0,2
2023-06-30,P4-1227,24,22,0,0,0,0,0,0,2
2023-06-30,P4-1228,12,9,0,1,0,0,0,0,2
2023-06-30,P4-1229,4,4,0,0,0,0,0,0,0
2023-06-30,P4-1230,8,7,0,0,0,0,0,0,1
2023-06-30,P4-1231,19,14,0,2,0,0,0,0,3
2023-06-30,P4-1233,67,45,2,2,0,0,0,0,18
2023-06-30,P4-1234,44,33,0,1,0,0,0,0,10
2023-06-30,P4-1235,63,42,0,7,0,0,0,0,14
2023-06-30,P4-1236,8,4,0,1,0,0,0,0,3
2023-06-30,P4-1302,21,16,0,0,0,0,0,0,5
2023-06-30,P4-1307,10,7,0,0,0,0,0,0,3
2023-06-30,P4-1309,20,12,0,0,0,0,0,0,8
2023-06-30,P4-1312,84,59,1,6,2,0,0,0,16
2023-06-30,P4-1313,9,8,1,0,0,0,0,0,0
2023-06-30,P4-1314,45,30,0,2,0,0,0,0,13
2023-06-30,P4-1315,54,27,2,20,0,0,1,0,4
2023-06-30,P4-1316,35,15,0,13,0,0,0,0,7
2023-06-30,P4-1317,84,51,0,2,0,0,1,0,30
2023-06-30,P4-1318,16,10,0,0,0,0,0,0,6
2023-06-30,P4-1319,28,16,0,2,0,0,0,0,10
2023-06-30,P4-1321,34,27,0,1,0,0,0,0,6
2023-06-30,P4-1324,26,17,0,0,0,0,0,0,9
2023-06-30,P4-1325,64,41,1,0,0,0,1,0,21
2023-06-30,P4-1326,3,0,0,1,1,0,0,0,1
2023-06-30,P4-1327,30,21,0,0,0,0,0,0,9
2023-06-30,P4-1328,5,4,0,0,0,0,0,0,1
2023-06-30,P4-1329,19,14,0,1,0,0,0,0,4
2023-06-30,P4-1330,25,13,0,11,0,0,0,0,1
2023-06-30,P4-1331,43,38,0,0,0,0,0,0,5
2023-06-30,P4-1334,17,16,0,1,0,0,0,0,0
2023-06-30,P4-1335,42,26,0,6,0,0,0,0,10
2023-06-30,P4-1337,6,3,0,1,0,0,0,0,2
2023-06-30,P4-1340,16,8,0,3,5,0,0,0,0
2023-06-30,P4-1341,19,6,0,2,0,0,0,0,11
2023-06-30,P4-1342,7,6,0,1,0,0,0,0,0
2023-06-30,P4-1343,17,10,0,3,0,0,0,0,4
2023-06-30,P4-1345,3,3,0,0,0,0,0,0,0
2023-06-30,P4-1346,22,11,0,1,2,0,0,0,8
2023-06-30,P4-1347,12,7,0,1,0,0,1,0,3
2023-06-30,P4-1348,69,49,0,7,0,0,0,0,13
2023-06-30,P4-1349,5,1,0,2,0,0,0,0,2
2023-06-30,P4-1350,4,4,0,0,0,0,0,0,0
2023-06-30,P4-1351,2,2,0,0,0,0,0,0,0
2023-06-30,P4-1352,10,5,0,1,0,0,0,0,4
2023-06-30,P4-1353,3,0,0,2,0,0,0,0,1
2023-06-30,P4-1354,24,9,2,0,0,0,0,0,13
2023-06-30,P4-1355,3,3,0,0,0,0,0,0,0
2023-06-30,P4-1356,5,3,0,1,0,0,0,0,1
2023-06-30,P4-1359,16,8,0,3,0,0,0,0,5
2023-06-30,P4-1362,11,9,0,0,0,0,0,0,2
2023-06-30,P4-1365,62,37,0,2,0,0,0,0,23
2023-06-30,P4-1366,26,16,0,1,0,0,0,0,9
2023-06-30,P4-1370,62,42,0,3,0,0,0,0,17
2023-06-30,P4-1371,12,5,0,4,3,0,0,0,0
2023-06-30,P4-1372,12,5,0,0,0,0,0,0,7
2023-06-30,P4-1373,55,38,1,2,0,0,0,0,14
2023-06-30,P4-1374,47,41,0,2,0,0,0,0,4
2023-06-30,P4-1375,13,9,0,3,0,0,0,0,1
2023-06-30,P4-1376,19,8,0,4,7,0,0,0,0
2023-06-30,P4-1378,93,67,1,7,5,0,0,0,13
2023-06-30,P4-1379,26,19,0,2,0,0,0,0,5
2023-06-30,P4-1380,13,9,0,0,0,0,0,0,4
2023-06-30,P4-1381,68,48,0,3,6,0,0,0,11
2023-06-30,P4-1383,14,9,1,1,0,0,0,0,3
2023-06-30,P4-1385,5,5,0,0,0,0,0,0,0
2023-06-30,P4-1386,55,39,0,3,0,0,0,0,13
2023-06-30,P4-1387,13,6,0,0,0,0,0,0,7
2023-06-30,P4-1389,28,17,0,0,0,0,2,0,9
2023-06-30,P4-1391,15,10,0,1,0,0,0,0,4
2023-06-30,P4-1392,54,45,0,1,0,0,0,0,8
2023-06-30,P4-1393,5,3,0,1,1,0,0,0,0
2023-06-30,P4-1396,30,25,0,1,0,0,1,0,3
2023-06-30,P4-1397,69,49,1,6,1,0,0,0,12
2023-06-30,P4-1398,161,121,1,6,0,0,0,0,33
2023-06-30,P4-1399,10,6,0,0,0,0,0,0,4
2023-06-30,P4-1401,12,8,0,0,0,0,0,0,4
2023-06-30,P4-1402,64,47,2,1,0,0,0,0,14
2023-06-30,P4-1403,1,1,0,0,0,0,0,0,0
2023-06-30,P4-1404,73,54,0,2,0,0,0,0,17
2023-06-30,P4-1405,11,6,0,2,0,0,0,0,3
2023-06-30,P4-1406,57,43,0,1,0,0,0,0,13
2023-06-30,P4-1407,70,56,0,1,0,0,0,0,13
2023-06-30,P4-1408,47,36,0,3,0,0,0,0,8
2023-06-30,P4-1409,38,24,0,1,0,0,0,0,13
2023-06-30,P4-1410,15,2,0,2,5,0,0,0,6
2023-06-30,P4-1411,20,11,0,0,0,0,0,0,9
2023-06-30,P4-1412,7,5,0,1,0,0,0,0,1
2023-06-30,P4-1413,9,8,0,1,0,0,0,0,0
2023-06-30,P4-1414,2,2,0,0,0,0,0,0,0
2023-06-30,P4-1415,4,4,0,0,0,0,0,0,0
2023-06-30,P4-1417,10,8,0,0,0,0,0,0,2
2023-06-30,P4-1418,7,6,0,0,0,0,0,0,1
2023-06-30,P4-1419,20,11,0,8,0,0,0,0,1
2023-06-30,P4-1420,30,19,0,0,0,0,0,0,11
2023-06-30,P4-1421,27,23,0,0,0,0,0,0,4
2023-06-30,P4-1422,3,2,0,0,0,0,0,0,1
2023-06-30,P4-1423,6,2,0,1,0,0,0,0,3
2023-06-30,P4-1424,22,15,0,1,0,0,0,0,6
2023-06-30,P4-1425,9,9,0,0,0,0,0,0,0
2023-06-30,P4-1426,29,14,1,1,0,0,0,0,13
2023-06-30,P4-1427,31,28,0,0,0,0,0,0,3
2023-06-30,P4-1430,5,3,0,0,0,0,0,0,2
2023-06-30,P4-1431,17,11,0,1,1,0,0,0,4
2023-06-30,P4-1433,19,12,0,3,1,0,2,0,1
2023-06-30,P4-1437,5,4,0,0,0,0,0,0,1
